Column1;userName;content;score;reviewCreatedVersion
1443;Bagus Syarifuddin;thx;5;1.0.62
1445;Mugi Nindya;aplikasi yang paling gampang kalau mau coba investasi reksadana, karena info yg diberikan jelas. selain bisa investasi dalam bentuk reksadana, bisa juga investari emas dan SBN cuma dalam 1 aplikasi. jadinya gak ribet mesti buka aplikasi berbeda;5;
1446;Muhammad Taufiq;sangat bagus buat investasi reksadana;5;1.0.62
1447;Meita AM;Memudahkan untuk berinvestasi;5;1.0.62
1448;Imam sadili;👍;5;1.0.62
1449;Darmawan Soewito;Investasi jadi semudah ini;5;1.0.62
1450;Stella Faustina;Good;5;1.0.62
1451;Hari Santoso;Great app...... starting investment;5;
1452;Gregorius Kresnanto Wibowo;Good App.. Easy to use.. 👍;5;1.0.62
1454;Yusuf Wicaksono;Easy to used;5;1.0.62
1455;Wg c;Suka investasi disini,ga ribet dan gampang banget buat withdrawlnya..;5;1.0.62
1456;Melian Kurniati;Cara berinvestasi yang mudah ya di Bareksa;5;1.0.62
1457;Dila Paramita;Berkat Bareksa saya punya aset;5;
1458;Amudi Siahaan;Great application;5;1.0.62
1459;LARAS HUSODO;good;5;1.0.62
1460;Diana Nur Amalina;Aplikasi Bareksa nyaman dan mudah digunakan apalagi untuk pemula seperti saya. Terima kasih, Bareksa.;5;
1461;Bagoes Eka;aplikasinya mudah untuk digunakan. pernah mengalami kendala saat pembayaran, saldo terpotong tetapi proses pembayaran belum diterima, saya hub customer care via email, dimintakan bukti pembayaran, kirim screenshot, kemudian diproses. cepat, mudah, tidak perlu menunggu lama. sangat rekomended aplikasi ini 👍🏻👍🏻👍🏻;5;1.0.62
1462;irwin maulana;First try, good impression!;5;1.0.62
1463;Dimas Heryadi;asik aja, simple dan informatif;5;1.0.62
1464;andri kristanto;good apps for investing and easy to use;5;1.0.62
1465;Ryuu-G;Money plantation, literally;5;1.0.62
1466;Andi Galuh;Simple navigation, easy to use, help me a lot to invest reksadana;5;1.0.62
1467;Luhtfi Fajarudin;Good;5;1.0.62
1468;JW 41;Mudah d gunakan, dan UI sangat mudah d mengerti;5;1.0.62
1469;Alvin Saputra;All i need. Great app.;5;1.0.62
1470;Selamat Pagi;good and usefull;5;1.0.62
1471;Tanty Novianty;Good app;5;1.0.62
1472;Hery Ong;mantaff;5;1.0.62
1473;Fauzi Junior;Good;5;1.0.62
1474;BadaY;Nice;5;1.0.62
1475;Sugeng Agung Wibowo;Trima kasih Bareksa, sdh membantu mengelola Investasi saya. Terasa sekali manfaat Investasi tersebut saat sekarang sudah tidak bekerja lagi. :-);5;1.0.62
1476;brownbagize;Desain tampilan simple, mudah digunakan, bisa pakai ovo;5;1.0.62
1478;Hilmiya N. Zahra;Tolong ditambah informasi terkait posisi portfolio Emas saat ini apakah dalam kondisi untung atau rugi. Soalnya kalau yang reksadana bisa langsung kelihatan jadi gak perlu hitung ulang manual. Cukup lihat indikator nya untung atau rugi.;5;1.0.62
1479;nata yusuf;Keren banget.....;5;1.0.62
1483;Saiful Anwar;Setelah di coba aplikasi ini sangat bagus. Transaksi aman dan terpercaya. Bareksa recommend kasih jempol 👍;5;1.0.15
1484;I Wayan Suardiawan;Couldn't log in with either finger print and PIN. Few days ago there isn't any problem with it until today. Please fix the problem and do not fix something that isn't broken. Currently running on the latest version. Cheers. :) (Updated) Everything is normal now. Good job for your fast response. 👍;5;1.0.61
1486;Ilham Muhti;masalah login sudah bisa k teratasi kembali hmmm...;5;1.0.61
1492;guntari simanjuntak;Apps easily to use. And cut off date for the transaction is very clear;5;1.0.61
1495;Melissa Simarmata;This application is very easy to do the transactions anytime, anywhere and the amount of each transaction is very suitable and convinient to the investor financial ability.;5;1.0.61
1497;Ricki Prasetyo;Pembayaran perlu ditambahkan metode virtual account agar bisa mempermudah verifikasi pembelian tanpa harus upload bukti transfer atau topup ovo;5;1.0.61
1503;Noval Suwandila;KURANG PROMOSI! PADAHAL.PLATFORMNYA OKE!;5;1.0.60
1504;Aditya Andrie;Thanks atas bantuannya, ternyata saya yg salah mengikuti prosedurnya, kompor gas;5;1.0.60
1505;Haris Rahmatullah;Bagus sih. Tpi tolong diperbanyak metode trfnya. Biar ndak boncos trf ke BCA;5;1.0.60
1506;Muhamad Ibnu Farhan;Nice;5;1.0.57
1510;Gemilang Fajar;Problem solved;5;1.0.60
1511;Augustina Ika;Ada fitur simulasinya. Keren;5;1.0.60
1514;Azan Pranoto;Good enough for beginner!;5;1.0.57
1515;Pahlim Mai;Setelah update kok malah ga bisa dipake. Login tidak bisa, informasi tidak ada. Tolong difixing. Update terbaru sudah solved isu diatas. Thx.;5;1.0.60
1517;Imam Setiawan;nice;5;1.0.57
1518;Kevin Eko Cahyo Nugroho;This app is designed so simple for me and easy to use it and find any information related to my investment plan.;5;1.0.34
1519;ibrahim saleh;duh senangnya berinvestasi di bareksa;5;1.0.57
1520;Maria Tri Utami;So far so good;5;1.0.57
1521;Shelin Olivia;Trustworthy apps! Authorized by OJK 🥰;5;1.0.60
1524;Gid Kur;Setelah update 24/06/2020, app Bareksa sudah pulih. Mantab 👍👍👍. Maju terus Bareksa 💯;5;1.0.60
1525;Ricky Ardian;Begitu aplikasi dibuka, dia gak running dengan semestinya. Di menu Home, tertulis data tidak ditemukan. Di menu Produk, tertulis akun dalam verifikasi, padahal udah lama terverifikasi. Di menu Transaksi, tertulis transaksi tidak ditemukan. Di menu Akun, bener ini atas nama aku. Terakhir di menu Portofolio, langsung forced close. Gimana nih? Bakal di update bintang kalo udah clear masalah. Terima kasih. Edit: Terima kasih CS, atas bantuannya.;5;1.0.60
1526;Choirin Nur;1. User interface perlu diperbaiki biar memudahkan. 2. App kadang lemot (saya sudah pakai clear cache dan data). 3. Perlu update untuk pembelian SBN di aplikasi Edit : terimakasih updatenya, sekarang lebih baik..;5;1.0.60
1527;agus hermanto;Saat saya buka aplikasi tgl 23/06/2020 jam 13:36, protofolio saya hilang. Kemana uang saya??? Aplikasinya sudah kembali baik. Terima kasih;5;1.0.60
1528;Arif Rahman Nur Wahyudi;Setelah update terkahir selalu gagal login dan muncul notif bahwa investor tidak terdaftar, harap difollow up segera;5;1.0.60
1529;Oim / Fathur Rohim;Terima Kasih memperbaiki bugs secepatnya. Jadi saya bisa mempercepat proses transaksi. Dan sesuai janji saya kembalikan rating bintang 5-nya 😊;5;1.0.60
1532;Alexander Antony;Terima kasih bareksa sudah mendengarkan keluhan user.. bugs sudah di perbaiki;5;1.0.59
1538;Asseb Zanparwita;Mantab;5;
1548;Ruru Runarta;Good;5;1.0.52
1549;Tri Astuti;Cant find watchlist in after latest update;5;1.0.57
1550;Ayu Deni pramita;Sudah bs pake ovo. Mudah.;5;1.0.57
1551;Gede Nanda Wartayana;Saya tidak mendapati keluhan apapun, baik dari pembayaran OVO maupun login. Terimakasih Bareksa, semoga bisa bersaing dwngan yg lainnya. Harapan ada artis ygjadi brand ambassador sih;5;1.0.52
1552;Lukas Wisnu;I have been use since 2017 and So far, I don't have any troubles from this application. It's very easy to use and user friendly even people like me whose don't have any experience.;5;1.0.55
1553;My Meti;I like.. very helpful thanx;5;1.0.57
1554;Fendy Ridwan;Sejak update versi per juni 2020 ini banyak sekali perubahan dan perbaikan dari applikasi yang semakin membaik. Semoga kedepannya terus membaik;5;1.0.56
1555;rachmat satya;Bagus aplikasinya, mudah digunakan dan dimengerti oleh orang2 awam di bidang investasi kayak saya...;5;1.0.57
1558;Ricky K Sulistyo;Untuk pemula yang baru belajar investasi seperti saya, Bareksa sangat membantu karena mudah sekali untuk dipakai. Cara menabung dan invest-nya full digital, ga ribet sama kirim berkas. Loading aplikasi cepat, fiturnya juga oke. Two thumbs up buat Bareksa! 👍👍;5;
1559;Liopolt 09;Pilihan saya untuk app for investment. Good app dengan interface bagus dan proses yang simple (gak bikin pusing), gampang pemakaiannya, dan costumer servicenya yang bagus & responnya cepet.;5;1.0.57
1561;Fery Andrian;Simple, produk lengkap, transaksi mudah berasa lagi belanja online, trusted juga karena pionir dan bertahan bahkan inovasi terus. Keep it up!;5;1.0.56
1563;Syenny Lin;Sudah berhasil thx Kalo bole dtambahkan tgl terakhir pembelian reksadananya 😁;5;1.0.57
1565;Yoeseppho Darmawan;Good app for investing in mutual fund as well as monitoring our portofolio real time;5;1.0.57
1567;ferry hascaryanto;fitur login fingerprint sdh diaktifkan lagi, terima kasih.;5;
1568;Indrawan Robben;Penampilan baru meningkatkan user experience dan perubahan besar pada navigasi mempermudah user. Mungkin nextnya bisa dipertimbangkan agar pembayaran melalui virtual account agar pembayaran dan konfirmasi mendekati real time.;5;1.0.56
1572;iwa tonny;Superb... add watchlist is a great feature;5;1.0.55
1581;Hendro Richard Del Piero;Pakai aplikasi hanya untuk beli, kalau analisis lebih lengkap di web ya. Tambahan sistem keamanan dengan fingerprint oke banget. Next time kembangin dong sistem pembayaran OVO yang lebih praktis. Seperti Tokopedia yang bayar pake OVO bisa langsung tanpa buka aplikasi OVO.;5;1.0.52
1582;Hendry Hitojo;Nice;5;1.0.52
1583;Trio Purnomo;Mantaap udah pada mulai naik lagi reksadananya;5;1.0.52
1586;Lita Musyarofah;Ok;5;1.0.40
1589;Amy Meita;Finally good feature improvement kayak apps2 financial lain, ada PIN sama fingerprint. Appsnya jadi lebih secure. Good work!;5;1.0.52
1591;Hartono Alvin Halim;fitur keamanan sudah di tingkatkan, sangat2 puas, tinggal di tambah fitur 2fa.;5;1.0.52
1594;Vincentius Mardiantono;Mudah digunakan, pencairan dana lancar tidak ada masalah;5;1.0.50
1595;Ghufron Fawaid;This apps already have security systems with fingerprint or PIN option. Good job bareksa. Semakin percaya pake bareksa;5;1.0.36
1598;Yanuar Pratama;Saran ditambahkan metode pembayaran menggunakan virtual account;5;1.0.44
1599;rendy oktavianus;aplikasinya bermanfaat...;5;1.0.50
1601;eiko rossi;Terima kasih;5;1.0.50
1602;luis endrayana;"Tambahin features buat ""mark all read"" sama swipe utk delete pada notification. Selebihnya makin bagus sih applikasi, cuman menyayangkan aja knapa semenjak 2 atau 3 update terakhir portofolio cuma nampilkan yg pembelian dr bareksa aja. Yang dr merchant g lagi ditampilkan, misal dr bukalapak (bukareksa)";5;1.0.50
1603;Adzico channel;Good app. Tolong e wallet jangan cuma ovo. App ovo bikin emosi.;5;1.0.50
1604;aditya satria;Cs nya sangat ramah dan kooperatif bahkan terkadang tetap dapat dihubungi walaupun tidak pada hari kerja, semoga kedepannya makin bagus aplikasinya;5;1.0.50
1608;Tri Zenfathoni;bisa di tambah metode pembayaran lain ,misal kartu kredit/debit, DANA dll.;5;1.0.45
1610;T.A.J ChanneL;Ok;5;1.0.44
1615;Aldo E. Majiah;Great app for checking reksadanas' return.;5;1.0.40
1616;Nico Wiradinata;The best app for investing;5;1.0.46
1617;Aku menang;Mantap pokoknya, tapi berharap di portofolio bisa muncul tgl pembelian pertama kali;5;1.0.40
1619;Lazy Gamer 689;Update terakhir sudah ok;5;1.0.45
1622;A Google user;Good app good investment;5;1.0.38
1624;A Google user;Great;5;1.0.44
1625;A Google user;Aplikasinya semangkin bagus 👍;5;1.0.45
1626;A Google user;Tambah bagus sekarang;5;1.0.45
1628;A Google user;Waw! Sobat misqueen seperti aku kini bisa melipat gandakan uang tanpa harus ke ahli nujum!;5;1.0.22
1629;A Google user;Improvement apps nya sangat saya apresiasi. Good job Bareksa 👍;5;1.0.45
1630;A Google user;Oke;5;1.0.45
1631;A Google user;Masalahnya langsung ditanggapi dan diperbaiki di rilis version berikutnya. Mantap;5;
1632;A Google user;Appikasi nya bagus, mudah di gunakan 👍;5;1.0.40
1634;A Google user;Apps reksdan yg terbaik :);5;1.0.44
1635;A Google user;Bagus aplikasi nya. Berharap ada fitur pemotongan otomatis tiap bulan di tabungan untuk di invest ke Reksadana kita..;5;1.0.45
1636;A Google user;Updatenya sesuai yg saya inginkan. Mantap;5;1.0.45
1637;A Google user;Tampilan sangat mudah pilihan reksadana beragam;5;1.0.45
1639;A Google user;Bagus sekali interface yang barunya.. love;5;1.0.44
1641;A Google user;Semakin mantap!;5;1.0.42
1643;A Google user;Sudah di fix, thankyouu;5;1.0.44
1644;A Google user;Good;5;1.0.42
1645;A Google user;Update sudah bagus, kembangkan terus ya min 🙏;5;1.0.44
1646;A Google user;Mantap aplikasi nya makin diperinci untuk return nya. Makin suka dengan tampilan baru bareksa ini;5;1.0.44
1647;A Google user;Bagus n mudah d gunakan;5;1.0.44
1648;A Google user;Nice apps;5;1.0.44
1649;A Google user;Update terbaru lebih user friendly;5;1.0.44
1651;A Google user;Auto allocation fund should be included according to specific investment plan;5;1.0.44
1652;A Google user;Great app, user friendly, but the security system needs to be improved.;5;1.0.44
1653;A Google user;aplikasinya udah bagus, belum pernah ngecrash selama ini. Tapi tolong ditambah opsi pembayaran melalui ovo atau gopay dong, biar semakin mudah. Nanti kalau sudah diupgrade akan saya ganti jadi bintang 5, terimakasih;5;1.0.42
1655;A Google user;Aplikasi mudah digunakan, cs juga cukup responsif. Versi baru sudah bs tampil portofolio SBR juga. Mantap;5;1.0.42
1656;A Google user;Nice app;5;1.0.42
1658;A Google user;Alahkah baiknya pembayaran untuk invest bisa melalui indomaret alfamart atau melalui buka dana kan senang bagi yg tidak mempunyai ovo😊😊😊😊;5;1.0.42
1660;A Google user;It's good but please add DANA payment;5;1.0.40
1663;A Google user;Good application;5;1.0.39
1667;A Google user;Overall sangat bagus dan to the point, tapi kekurangannya cuman dari segi aplikasi suka terlambat chartnya dibanding website.;5;
1668;A Google user;Easy going n make me happy;5;1.0.36
1672;A Google user;Sangat membantu dan bisa dipercaya..;5;1.0.39
1673;A Google user;Komplit manajer investasinya;5;
1674;A Google user;Ok;5;
1675;A Google user;Bagus banget aplikasi nya. Sekarang malah bisa beli dan jual emas di sini. Pembayaran bisa pakai OVO juga. Jadi lebih gampang.;5;
1677;A Google user;Nice;5;1.0.39
1678;A Google user;mantab;5;1.0.39
1679;A Google user;Sangay gampang untuk investasi;5;1.0.39
1681;A Google user;So far puas dan gak ada kendala. fungsi filter dan sortingnya berguna banget. tolong kalau bisa ada opsi beli dengan unit selain nominal, jadi gak perlu buka kalkulator dulu, hehe;5;1.0.39
1685;A Google user;Secara umum bagus..tapi feature pay by ovo masih belum bisa digunkan;5;1.0.37
1686;A Google user;Great apps, easy to use, and good customer service... Input to bareksa, kindly add PIN when opening the apps. Thanks;5;1.0.37
1690;A Google user;good apps.. fast response customer services 😘;5;1.0.36
1692;A Google user;Baru mau nyoba sih pake apps ini.;5;1.0.36
1693;A Google user;Tambahkan fitur fingerpring atau pin untuk masuk ke aplikasi.;5;
1697;A Google user;CS yang tanggap, proaktif & responsif. Masalah update data saya sudah terselesaikan dengan baik. Great job! Sekedar saran membangun, mungkin ada baiknya spam filter server email Bareksa di-tuning lagi agar tidak keliru mengidentifikasi email yang valid. Terima kasih.;5;1.0.36
1699;A Google user;Appnya bagus, desain mininalis dan simpel, cuma aku baru sadar pas update terbaru tidak ada lagi diberitahu jumlah NAB yg dibeli dari suatu transaksi itu. Apakah jumlah NAB itu bisa dimunculkan kembali di halaman transaksi? Karena dengan adanya history NAB itu, saya bisa ngecalculate brapa dana yg perlu aku spend utk penbelian berikutnya. Terima kasih..;5;1.0.36
1700;A Google user;Sangat memuaskan pelayanannya cepat tanggap;5;1.0.36
1701;A Google user;EDIT 25.02.2020▪︎Thank you for checking in with me. The data has been updated. So does my rating. Hopefully Bareksa will keep up the good work. ----------- Previously, I make transaction through BukaReksa. But they got my name wrong. So, when I opened this app and sign up with my email, it's directly connected with my BukaReksa account which has the wrong name.;5;1.0.36
1702;A Google user;Wihh UI nya cakep;5;1.0.36
1703;A Google user;UI dan UX amazing good;5;1.0.36
1704;A Google user;Jadi ketagihan investasi karna Bareksa. Gampang banget pake nya. Manteplah pokoknya 👍👍👍👍👍;5;1.0.36
1707;A Google user;Sangat membantu saya dalam berinvestasi, kalo bisa pengembangan selanjutnya seperti di web bareksa, bisa beli Sukuk atau obligasi pemerintah langsung dari aplikasi android bareksa;5;1.0.36
1715;A Google user;NAHHH!!!!! INI BARU MANTAPPPP CRASH SUDAH DI PERBAIKI TKS SANGAT MEMBANTU SEMOGA LEBIH BAIK LAGI :);5;1.0.35
1717;A Google user;awalnya saya ragu pakai aplikasi ini untuk investasi. makin hari makin dicoba ternyata wow. agen penjual reksadana yang cepetnya setara manajer investasi langsung. akhirnya saya bisa bilang LUAR BIASA. pertahankan kinerja, kecepatan dan kejujurannya.;5;1.0.35
1719;A Google user;Banyak perubahan, aplikasi lebih cepat, ada pilihan pembayaran dengan transfer bank atau dengan OVO. Sekadar masukan pilihan pembayaran digital baiknya di tambah, spt gopay atau DANA hanya sayang otentikasi dengan fingerprint hilang;5;1.0.35
1721;A Google user;Adain transaksi pakai emoney dong misal, Gopay/OVO/linkaja. Soalnya males transfer2 udah gitu rekeningnya beda, jadi adminnya gede :(( kalo bisa ntar kasih bintang 5 app nya. Edited: alhamdulillah thank you sudah terima saran saya. sudah saya kasih bintang 5. Next lebih banyak lagi metode pembayaran ex: gopay, linkaja, dana;5;1.0.35
1722;A Google user;2tahun dan tidak mengecewakan.. Thx;5;1.0.16
1725;A Google user;Good;5;1.0.34
1726;A Google user;Good apk;5;1.0.34
1727;A Google user;Great n fast response (customer service);5;1.0.35
1728;A Google user;User friendly;5;1.0.35
1730;A Google user;Good app for invesment;5;1.0.34
1731;A Google user;Nah ni bagus.;5;1.0.35
1732;A Google user;Aaah, Bareksa abis belajar me'ap sama me'ap artis kondang, aplikasinya jadi bagus tampilannya, lebih fresh, glow, kekinian gitu. Dari awal belajar reksadana ya pakai bareksa dan masih setia sampai sekarang. Semoga kedepannya bisa ditambah untuk sistem pembayarannya, ditambah biar bisa pakai e-wallet kayak tetangga sebelah gitu. Terima kasih!;5;1.0.35
1735;A Google user;Ayolaah. Cara pembayarannya jangan seribet itu. Lebih gampang di tokopedia malahan padahal support by bareksa juga.;5;1.0.34
1737;A Google user;Bermanfaat!!! Untuk Tim Bareksa semoga selalu menjadi lebih baik dan semakin sukses. Aman dan profit selalu.;5;1.0.34
1740;A Google user;Bagus, uang agak susah di ambil, jadi awet g banyak jajan.;5;1.0.34
1744;A Google user;Mantap alhamdulillah semoga berkah 😇;5;1.0.34
1745;A Google user;Great app for invest.. Have so many options to choose..;5;1.0.28
1746;A Google user;mantaaaaap updtenya;5;1.0.34
1747;A Google user;Aplikasinya oke, berjalan dgn baik. Mau kasih saran/ide, saya berharap jika ada fitur 1 akun bisa memiliki lebih dari 1 rekening portofolio, krn bagi orang seperti saya yg suka bagi2 rekening seperti 1 untuk tabungan, 1 untuk liburan, 1 untuk usaha, dll akan memudahkan jika masing2 rekening memiliki bbrp reksa dana yg sama & tidak perlu daftar akun berkali2;5;1.0.33
1748;A Google user;Untuk tampilannya terbarunya ok ada bisa cek tracking transaksi nya;5;1.0.33
1750;A Google user;Best reksadana e-commerce ever!;5;1.0.32
1753;A Google user;Nice apps.;5;1.0.32
1755;A Google user;Bismillah, belajar investasi...🤭;5;1.0.32
1759;A Google user;Ok;5;1.0.32
1760;A Google user;Mantap;5;
1762;A Google user;Bareksa Umroh 👍;5;1.0.31
1763;A Google user;Di home ga bisa dibuka karena katanya koneksi terputus. Dan di halaman portofolio selalu minta refresh. Tolong segera perbaiki karena kami tidak bisa memonitor perkembangan portofolio kami. Jadi takut mau beli lagi karena g bisa melihat perkembangan portofolio. UPDATE: udah bener. Tapi itu kan komplain tahun 2018. Knp baru bales 2019. Setahun loh di balesnya.;5;1.0.32
1764;A Google user;Good;5;1.0.31
1765;A Google user;Ok;5;
1769;A Google user;Investasi reksadana paling simple;5;1.0.30
1770;A Google user;nice app.;5;
1773;A Google user;Good;5;1.0.27
1777;A Google user;A very good market place;5;1.0.23
1783;A Google user;Terimakasih Bareksa;5;1.0.11
1784;A Google user;Edit: update (4 des 2019) setelah fitur fingerprint hilang, app berjalan dgn baik, Setelah update (16 nov 2019) setiap buka app harus login -_-;5;1.0.30
1785;A Google user;Mantap lah ini apps;5;1.0.27
1786;A Google user;Di tunggu metode pembayaran ovonya dah, udah bintang 5..;5;1.0.28
1790;A Google user;Simple apps to learn, and choose what investment suites your style of saving.;5;1.0.28
1791;A Google user;Update untuk fitur fingerprint sudah berfungsi seperti semula (tidak gagal autentikasi). Saran untuk versi 1.0.29 fitur fingerprint nya tidak usah dihilangkan, cukup deberikan opsi saja di setting mau menyalakan fitur fingerprint/tidak. Karena saya pribadi butuh fitur ini agar praktis tidak perlu login manual setiap kali buka aplikasi, trims.;5;1.0.28
1792;A Google user;App nya bagus...simple...tapi harusnya App dan Web sudah link/sync....sehingga user profile di App dan Web udah sama...gak perlu ngisi lagi...;5;1.0.28
1798;A Google user;Oke;5;1.0.28
1800;A Google user;Mudah, sederhana, handal;5;1.0.16
1801;A Google user;Saya upload foto ktp dan bukti rekening yang sangat jelas dari hp saya. Tapi kenapa saya selalu dapat email kalau foto yg saya upload kurang jelas. Apa yg harus saya lakukan? Terima kasih atas tanggapannya. Pelayanan cs nya cepat, skrg akun bareksa saya sudah teraktivasi;5;1.0.27
1804;A Google user;uang saya blm direfund udah hampir sebulan proses, jawabannya balik mulu dari awal. Komplain - disuruh refund - disuruh isi data - udah isi data lengkap - nunggu 7 hari - dijawab lagi kalo gabisa diproses - balik lagi suruh proses refund.;5;
1808;A Google user;Helpful;5;1.0.23
1814;A Google user;good app, quite easy to use, masukan saja agar lebih mudah digunakan, kita bisa mengakses halaman produk yg memiliki grafik fluktuasi harga melalui halaman portofolio (dengan mengklik nama produk atau menambahkan tombol di samping top up dan jual) terima kasih;5;1.0.26
1815;A Google user;Saran - tambahan list notifikasi di dalam apps. Karena kadang pas buka notif, Trus ga muncul detailnya. Malah kelempar ke home aja. Terus bngung mau cek nya lagi.;5;1.0.26
1816;A Google user;mantap;5;1.0.23
1818;A Google user;good;5;
1823;A Google user;Ada Keterangan Hasil Simulasi : Simulasi di Buat Berdasarkan Kinerja Masa Lalu,Tidak Menjamin Kinerja Masa Depan.;5;1.0.23
1824;A Google user;Kalau mau ganti email bareksa gimana yah? Soalnya email yg dimasukin pas daftar ternyata terblock.. Mau buka akun bareksa gak bisa soalnya blum diaktivasi lewat akun email yg terblock tdi. Mohon bantuannya;5;1.0.23
1825;A Google user;Works as expected. Can you also add a feature to buy SBN? I think that will help a lot of people.;5;1.0.23
1830;A Google user;Bagus;5;1.0.23
1831;A Google user;Tampilan dan navigasi bagus 👍;5;1.0.11
1834;A Google user;Good platform;5;1.0.23
1835;A Google user;Good;5;1.0.15
1836;A Google user;"lumayan buat diawal dapat 50rb dr referal, monggo yg butuh kode refferral ""rfrilian""";5;1.0.22
1840;A Google user;grow up grow up 🌱🌿🌳;5;1.0.22
1842;A Google user;Good;5;1.0.14
1843;A Google user;Baguss;5;1.0.15
1844;A Google user;Oke;5;1.0.18
1845;A Google user;Convenient and easy to use;5;1.0.15
1846;A Google user;Best way to save money;5;1.0.21
1847;A Google user;Great apps, very well for me.;5;1.0.22
1848;A Google user;Great;5;1.0.21
1850;A Google user;Good;5;1.0.18
1851;A Google user;Really trusted app. For new income;5;1.0.22
1852;A Google user;So far so good,;5;
1853;A Google user;So far so good;5;1.0.21
1854;A Google user;Easy to use;5;1.0.14
1855;A Google user;Love much this app;5;1.0.22
1856;A Google user;Good;5;1.0.12
1857;A Google user;Ok.. good;5;1.0.21
1860;A Google user;Angr membantu kita dlm berinvestasi;5;1.0.22
1861;A Google user;Makin mantap updatenya, jadi semakin mudah aksesnya. Cuman semoga kedepannya bisa auto debet;5;1.0.22
1862;A Google user;Okkk be ge teeeh;5;1.0.21
1863;A Google user;Mantul nih app. Beli reksadana gampang. Pilihannya juga banyak;5;1.0.19
1867;A Google user;Terimakasih developer. Update terbaru sudah bisa buka aplikasi yang sebelumnya crash.;5;1.0.21
1868;A Google user;TBH Bareksa is the best Reksadana App! Update terakhir tentang bug penjualan itu follow up dari laporan gw tentang problem ketika menjual. You deserve 5 stars!;5;1.0.21
1871;A Google user;Baru pertama kali mencoba investasi, dan mudah sekali dengan aplikasi ini. Cara menabung dan invest nya full digital, ga ribet sama kirim berkas. Beli reksadananya cukup online, bisa gantiin kebiasaan kita yang sering belanja online 😁. Sejauh ini belum menemukan trouble dengan aplikasi nya. Perlu ditingkatkan lagi user interface nya, biar ga ketinggalan dari app serupa lainnya.;5;1.0.19
1885;A Google user;this app has a great positive impact on my life. it lets me to save and also increase my saving from bank. I highly recommend it for people who wants to invest, but not in such a big amount of money;5;1.0.18
1889;A Google user;"Tap ""Watchlist"" -> ""Bareksa has stopped"" on last update";5;1.0.18
1892;A Google user;there is a bug in the latest update.. when tap wishlist tab, apps automatically shut.. please fix it.;5;1.0.17
1895;A Google user;Nice! Tampilan barunya keren;5;1.0.17
1896;A Google user;Mantep;5;1.0.16
1897;A Google user;Loving the new UI 😍;5;1.0.17
1898;A Google user;thx uu;5;1.0.16
1899;A Google user;Bagus aplikasi nyaa...;5;1.0.16
1907;A Google user;saya suka sekali app ini. mudah utk berinvestasi.;5;1.0.16
1911;A Google user;this apps getting more better from the last updated;5;1.0.16
1918;A Google user;simple and just great la;5;1.0.15
1920;A Google user;mantap simple;5;1.0.16
1922;A Google user;good app;5;1.0.16
1925;A Google user;Bug: link untuk informasi reksadana pada semua produk apabila diklik malah menampilkan kode html. Untuk improvement: supaya dari halaman transaksi dan portofolio bisa diklik nama produk dan langsung di-link ke halaman produk terkait. Selain itu aplikasinya sudah ok. Thanks;5;1.0.16
1933;A Google user;mudah dan banyak pilihan;5;1.0.15
1938;A Google user;platform investasi yang user friendly;5;1.0.15
1942;A Google user;good job 👍, pelayanan sangat memuaskan, harus ada perbaikan (system/mesin/perbesar ram CPU) agar dapat saved/sending file user dengan cepat dalam setiap transaksi.;5;1.0.15
1944;A Google user;nice;5;1.0.15
1946;A Google user;sangat membantu sekali aplikasinya 💚💚💚;5;1.0.15
1947;A Google user;goooood;5;1.0.15
1948;A Google user;Saya tidak bisa login -_-;5;1.0.15
1949;A Google user;good;5;1.0.15
1950;A Google user;aplikasi mudah digunakan mantab bareksa;5;1.0.15
1951;A Google user;Nice app. easy to use. keep the good work;5;
1952;A Google user;good app and understandable pas buat pemula👌;5;1.0.15
1953;A Google user;aplikasi mudah di gunakan, tampilan bagus, mungkin kedepanya ditambah fitur2 yang baru yang makin mempermudah pengguna;5;1.0.15
1954;A Google user;its a good apps!!;5;1.0.15
1955;A Google user;Saya cinta aplikasi Bareksa, memudahkan dalam investasi.;5;1.0.15
1956;A Google user;so far so good..;5;1.0.15
1957;A Google user;good app, and fast response;5;1.0.15
1958;A Google user;Aplikasi mudah dipahami, dan fiturnya bagus;5;1.0.15
1959;A Google user;memudahkan gue sebagai awam dalam berinvestasi 👍;5;1.0.15
1961;A Google user;bareksa apps ini sangat mudah di gunakan,suka sekali dengan fiturnya yg lengkap.;5;1.0.15
1963;A Google user;Transaksi dan respon masih baik;5;1.0.14
1968;A Google user;Read a lot of bad reviews here about this app which I don't understand since the app works very well on me! Customer services have been so nice and helpful (by email), but the most important thing is they are responsive, obv during the work hours only, even it took them 1-2 days to reply but that's okay I do understand. UI/UX are pretty much okay & not confusing, at least for those who don't know much abot UI/UX stuffs. But, of course, some improvements would be very appreciated👏;5;
1970;A Google user;Bagud;5;1.0.14
1972;A Google user;mantap. reccomended;5;1.0.14
1973;A Google user;so far so good;5;1.0.14
1975;A Google user;good;5;1.0.14
1977;A Google user;Salah satu marketplace reksadana terbaik di Indonesia. Aplikasinya mudah dipakai, tampilan cukup nyaman digunakan. Loading aplikasi juga cukup cepat. Fitur juga oke. Jempol deh untuk bareksa 👍;5;1.0.14
1981;A Google user;mudah untuk melakukan tanam saham;5;1.0.14
